video,p_base,p_e18
exact-r1__5374332efc1c0d8835fbbff686d292f356e467e9__吐司菇__v522__coffee__2f4946ce__c0.mp4,0.591408,0.52761
base-noprop__9fe84a46a5b7258d9185e38e64539dfb315c00ea__汉堡菇__v0__319b699a__c0.mp4,0.234889,0.291393
base-noprop__5f7a925cfccbd70c7926ffccbda6a7e438b86228__粽子菇__v0__c23d8dea__c0.mp4,0.251266,0.27494
exact-r1__1d249695899125959cd9f370cf25dbddf67887e7__毒蘑菇__v179__coffee__93aa473c__c0.mp4,0.194125,0.18886
exact-r1__5c4b08b050f4083c0288f844c4f063b4c7586eb9__炸虾菇__v582__coffee__677017ce__c0.mp4,0.047699,0.13957
base-noprop__c3ad0151cf012ab92fe134a98d4a74d428a02c98__粽子菇__v0__eff98913__c0.mp4,0.102242,0.086159
base-props__a5e37a90d98a5994377758364c1e4676cdd9da9a__粽子菇__v673__glasses__0a0c5f9d__c0.mp4,0.082083,0.14712
exact-r1__64783e1e5fb746625a458b8881d56270ee007ae9__炸虾菇__v631__scooter__b41ea89e__c0.mp4,0.1996,0.289558
exact-r1__2827cec8374948e9be93fdc1bcf8e9a4b6e4d53c__蘑菇力__v261__flag__2b162223__c0.mp4,0.042607,0.131516
exact-r2__23da2230a72cefbf4cfaa971a6d3952246086a5c__汉堡菇__v223__eyemask__7a57961d__c0.mp4,0.093154,0.155912
exact-r1__4574a77b2aa1d6a74d0ea3b334fbbd5cc92d1419__吐司菇__v438__bubble__3207ebe3__c0.mp4,0.238982,0.253114
exact-r1__926b75ca53aa1b77cedc8561681d4d79a3dc51b8__爆炸菇（爆炸前）__v911__flag__da5610be__c0.mp4,0.314209,0.324871
exact-r2__a8b82dd68a55ba601c87031486af04c63ac9aca8__吐司菇__v1044__crown__e4c8e642__c0.mp4,0.256705,0.274351
exact-r2__f142944f6415cf4e140989e4620f7f0f23645f52__爆炸菇（爆炸前）__v1518__scooter__c7ec759a__c0.mp4,0.220562,0.303837
base-props__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__汉堡菇__v105__flag__ced10d12__c0.mp4,0.077409,0.1323
base-noprop__507ce1e393891e0f47c90aad7b6087098ce6304a__爆炸菇（爆炸后）__v0__d6797fa8__c0.mp4,0.113164,0.158148
exact-r1__edf6d83472f153c2ece46ef36e248394c76e5bf1__汉堡菇__v1496__bubble__b4ea12f8__c0.mp4,0.174788,0.236801
exact-r1__f49464637e52e497fb011eb2e718248b86f69c24__蘑菇力__v1542__eyemask__596e3d84__c0.mp4,0.278402,0.277979
exact-r2__c219d3893a297a9d030244d12b8ed8581b487bce__爆炸菇（爆炸前）__v1212__coffee__40865391__c0.mp4,0.316342,0.37361
base-noprop__ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba__粽子菇__v0__369abf23__c0.mp4,0.164195,0.201678
base-noprop__479cfaa7ed9751d704a007cccb8dbebcb4fc8765__炸虾菇__v0__0063e959__c0.mp4,0.039465,0.125893
exact-r1__1849b841bfaf3b41a1264b8d374e3a4228c3cdd4__爆炸菇（爆炸前）__v154__glasses__30a40fb2__c0.mp4,0.471883,0.494732
base-noprop__556de27b0d0679c58d037153bf13f376557bb4da__爆炸菇（爆炸后）__v0__dff6e0c9__c0.mp4,0.249584,0.272856
exact-r1__03871bf6cf5c0739b48217be31ce8ad9cfaabe33__粽子菇__v24__coffee__921adf8f__c0.mp4,0.180848,0.278748
exact-r1__b84a69fca80b7f3ae9dfc999d5b9896f6e7dc072__粽子菇__v1148__eyemask__e8f2b594__c0.mp4,0.151282,0.18543
exact-r1__48527ae6d45c7d5a7ee96a9ad1c1ac0882d24266__粽子菇__v461__scooter__f904d3a8__c0.mp4,0.172359,0.251691
generic__c02ecf1932815596cda24fe2696288e3a709c5c2__粽子菇__v757__bubble__942bb2b6__c0.mp4,0.081301,0.120897
exact-r1__32c112ea6a7834b77a3fc31159f3dd43a4eb76c4__蘑菇力__v336__scooter__9ac3841d__c0.mp4,0.116555,0.171341
exact-r2__4ad750ed37eb0ade2e0d9bf6801c7c417a005531__粽子菇__v478__glasses__d4b6bdd0__c0.mp4,0.415431,0.463169
exact-r1__79c0eabb9fc79170fac30a00668c1fcae3a9bc2d__毒蘑菇__v760__flag__f12fff08__c0.mp4,0.194643,0.26814
base-noprop__29af5842d44da656007592c88ff0c6c1e5b6fe39__爆炸菇（爆炸后）__v0__552d495b__c0.mp4,0.444776,0.442856
exact-r2__c5e92feff814cee1504a5a7ab9b6cab00e51b167__汉堡菇__v1234__glasses__971e688b__c0.mp4,0.27339,0.297161
base-props__ea0af3c357ca9e440d20ba13a8d5e54a56d394ba__炸虾菇__v912__glasses__0a785c0f__c0.mp4,0.103199,0.162512
exact-r2__1849b841bfaf3b41a1264b8d374e3a4228c3cdd4__爆炸菇（爆炸前）__v154__glasses__30a40fb2__c0.mp4,0.563095,0.494787
exact-r1__0fa48e022fb40e890a70ca08b0c86169e9c6be01__蘑菇力__v91__coffee__7ac9b924__c0.mp4,0.109404,0.179843
exact-r1__923dbea1c7a98f5a1ad632836be7e11ba23c900a__爆炸菇（爆炸前）__v906__flag__9cc40444__c0.mp4,0.103385,0.163351
base-noprop__0ede95135255948bd4b4397d3ea7c6890ffbbb52__蘑菇力__v0__406e95d9__c0.mp4,0.081656,0.106871
exact-r2__e788516b536549b961694ff7e61e27486033c7f1__吐司菇__v1452__eyemask__4ec83f1f__c0.mp4,0.108051,0.165762
exact-r1__7ac6567de87801f30846991c8126b0179ea55aa6__毒蘑菇__v766__flag__dc7b0b7e__c0.mp4,0.389963,0.401115
base-noprop__2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2__蘑菇力__v0__eb50a25c__c0.mp4,0.115094,0.147997
exact-r1__bdebc74b25211ea6cffb432e9c5848b26d88626a__爆炸菇（爆炸后）__v1185__bubble__2caa57df__c0.mp4,0.489751,0.507296
base-props__990a5c189a868ed25f5694947f8062340a1d1df7__粽子菇__v620__scooter__e38c10af__c0.mp4,0.047659,0.168828
base-noprop__7d7630861f0f92a7a3103fc3527dbadc1c0cdc15__炸虾菇__v0__75e61775__c0.mp4,0.028339,0.093316
base-noprop__3eb6d97760f838a366c3ddc9c5fe31024af3ddd6__爆炸菇（爆炸前）__v0__fd4594db__c0.mp4,0.096435,0.143937
exact-r2__747711b7d7d492e548ee9d327fa617d3cbb1993f__爆炸菇（爆炸前）__v731__eyemask__66c62407__c0.mp4,0.471376,0.451569
exact-r1__3373ae9e4de4dce88d5624681a41f79ac07484f3__吐司菇__v342__glasses__06dd0820__c0.mp4,0.23471,0.288317
exact-r1__48edbebb09f4066019f3a893bd82184d9bdce8fd__粽子菇__v465__scooter__e0849fdb__c0.mp4,0.519043,0.534018
exact-r1__5d5db7eba64f43d1a188b30aa7a5cea4dac3fc6d__吐司菇__v585__scooter__f7e524ef__c0.mp4,0.108246,0.128798
base-noprop__1f66a501aba063a2796ee4f1f4d6082295197784__毒蘑菇__v0__4fd553e2__c0.mp4,0.125481,0.122427
exact-r1__f142944f6415cf4e140989e4620f7f0f23645f52__爆炸菇（爆炸前）__v1518__scooter__c7ec759a__c0.mp4,0.231686,0.263031
exact-r2__79f230727aabe8ef102ae19bed33d5a83a2045ee__毒蘑菇__v761__flag__c45f48b5__c0.mp4,0.102666,0.170407
exact-r2__2a49798dc05c009b89cb369fc4b3bc369f2300af__蘑菇力__v275__flag__ce0c86f0__c0.mp4,0.182801,0.236337
generic__b4922b313b5f45658c57e964eec6e061ed1c765b__爆炸菇（爆炸后）__v718__eyemask__c2a091da__c0.mp4,0.26181,0.282865
exact-r1__7d44a2bbd0f494878694a9248530e08a9227affb__炸虾菇__v779__glasses__89eee02e__c0.mp4,0.622995,0.505166
generic__11126af44460c58b95d533978e0cf55f002fe629__吐司菇__v66__bubble__f564ca5a__c0.mp4,0.081483,0.111559
exact-r1__46ad1d7fc06fae0ddf3af206d3ae023bd4b24aae__吐司菇__v449__bubble__638fa554__c0.mp4,0.142729,0.19851
exact-r2__5566445313c3d7b276fc02faebe4c1c684f1934d__汉堡菇__v541__scooter__2a78d5cd__c0.mp4,0.244541,0.280978
exact-r2__b6400262250308b940cca731c04afc1e0661b6e9__炸虾菇__v1132__bubble__8db02a1b__c0.mp4,0.133342,0.191195
exact-r1__f2e592fdf9ea64c3001a6620ae7f5abcb234e05b__毒蘑菇__v1529__glasses__18a1a004__c0.mp4,0.391014,0.41649
generic__51be5b142d9021a3c446702d354fabdf42630fa9__汉堡菇__v304__scooter__97551c71__c0.mp4,0.145739,0.17277
exact-r2__ba85413746dea437ec08f5638d106fcbddab3966__粽子菇__v1165__eyemask__ee2bc5e8__c0.mp4,0.066839,0.158897
exact-r1__91446ea62cb3f54e6d1bd638f46c2302dc00f82d__爆炸菇（爆炸前）__v903__flag__50b4ea47__c0.mp4,0.122791,0.160678
exact-r1__7628869560a690af823a1191809985375c8a2ef9__爆炸菇（爆炸前）__v740__eyemask__36459805__c0.mp4,0.138016,0.166021
generic__ab46352316dd303e2692bf4e35d24794f50ca8f1__吐司菇__v684__scooter__10c24871__c0.mp4,0.20403,0.221653
exact-r2__64f7ba46c3c16764be8347709ee03ebee90d68c2__爆炸菇（爆炸后）__v639__flag__116680dd__c0.mp4,0.385285,0.357338
exact-r2__46a88b94d8c5451f884baeac062b15b148ad8fe6__吐司菇__v448__bubble__66e4b2cb__c0.mp4,0.087424,0.168731
base-noprop__5e06a30f57a1e29064223f472aaad6de9925490a__爆炸菇（爆炸后）__v0__7a2c212b__c0.mp4,0.092309,0.13598
exact-r2__f38c85c9dbbd6fe91ebb9c9d9e17e6640548549d__毒蘑菇__v1530__glasses__4c0f5650__c0.mp4,0.119341,0.173988
exact-r1__25242e2c4e978686c1ab0fd42607be6ef25ff215__汉堡菇__v235__eyemask__02246e97__c0.mp4,0.287264,0.368113
generic__0ab9e3bf089c71e2d454a42c0c8b656934192f80__爆炸菇（爆炸后）__v44__crown__c5344dbf__c0.mp4,0.574851,0.589062
exact-r1__1fe1da738e16ac905f6dd4b6247a4e5e3a33f7e2__毒蘑菇__v194__coffee__dfa9b371__c0.mp4,0.537206,0.55295
generic__31b74b126f6fafc4629493be8201689f500ebf47__爆炸菇（爆炸后）__v174__glasses__c872a838__c0.mp4,0.071375,0.146945
exact-r1__be704d41e34020ce8aa75f334f1de5e2a052e0f9__爆炸菇（爆炸后）__v1189__bubble__9885cfed__c0.mp4,0.080715,0.209148
exact-r2__c4bc889e53e3b7c097389fd3251b96bb18d2cf89__汉堡菇__v1229__glasses__4f6633c0__c0.mp4,0.106871,0.14366
exact-r1__f39b3a414eafab14a5cc8ef9210f5114fb7c24e0__蘑菇力__v1532__eyemask__57c54345__c0.mp4,0.276221,0.327587
base-noprop__2b1e211233b0f0264e4dfff6fc8d00725b5b956c__毒蘑菇__v0__99a6c3a2__c0.mp4,0.156067,0.219825
exact-r2__f5ba1ce13b37950d02d7e32e049506ff144abc71__蘑菇力__v1549__eyemask__52d2a75b__c0.mp4,0.057302,0.151492
exact-r2__45f95e4ccfc9b15e50ac6f5d00e336f2b5909182__吐司菇__v441__bubble__e2d9b949__c0.mp4,0.112641,0.182577
generic__58f1eb94dfa1635a5bd8ef3c9f0f7ca945b65730__爆炸菇（爆炸前）__v337__bubble__f964e72a__c0.mp4,0.127812,0.050116
exact-r1__d36eed25472a949e97ad36dd59ce8359fe0c3013__炸虾菇__v1310__crown__87836f8d__c0.mp4,0.262121,0.282665
base-noprop__19c06779695d253483fe999e0232467a7bbc4669__爆炸菇（爆炸前）__v0__5f65d818__c0.mp4,0.218152,0.323708
base-noprop__08447ead47d19cdf9b918908077ea735b8029732__爆炸菇（爆炸前）__v0__c1be1aeb__c0.mp4,0.094719,0.135019
generic__dfb07d087bbb45ae4ec093956c13cbcc5ca2bb4f__爆炸菇（爆炸后）__v873__flag__0921f662__c0.mp4,0.034819,0.090774
exact-r1__79aac7243697f42e910ae6d4b6bf107bbdc52ab9__毒蘑菇__v758__flag__9622a734__c0.mp4,0.161923,0.168931
base-props__4f2c68a04c7fdb73063336d8553dc1cd8687e038__汉堡菇__v289__crown__3b0f189a__c0.mp4,0.089658,0.164694
exact-r1__b6f0ebc5fde8d5c7e26e23c7ad4b472e8dc0a955__毒蘑菇__v1139__crown__5e91c671__c0.mp4,0.34459,0.412507
exact-r1__4684d4e3cc283d2f82a830567f416163b041076b__粽子菇__v446__scooter__0f8c7e43__c0.mp4,0.385814,0.40972
base-noprop__0d8ae407bd2be6cbaf00e2bc407478bbc70e81c2__吐司菇__v0__90509702__c0.mp4,0.061003,0.116074
exact-r1__37d6f23402e29597d71fc201777a1c65e4013d32__粽子菇__v365__flag__c00e4a65__c0.mp4,0.457446,0.492615
exact-r2__b4dda76fcb4d5ce0a269d5bda4ab6bd412c2999d__粽子菇__v1117__bubble__f1b925ce__c0.mp4,0.16494,0.195401
generic__ef01e3e16837353e5fa278ba9d8c3a02e714ae93__毒蘑菇__v931__eyemask__80d334ac__c0.mp4,0.135288,0.214869
base-props__ab6f99c5549581a128ce6f74321624ef1458176d__汉堡菇__v685__eyemask__62d9e5a4__c0.mp4,0.279593,0.352929
exact-r1__63c6cd5b6ce97c724c348a679627c9f637af97f7__爆炸菇（爆炸后）__v627__scooter__9f990d4c__c0.mp4,0.306272,0.325549
exact-r1__d159c2b2b1965c390ab45ec6dc4d5bc86ee54588__蘑菇力__v1299__bubble__7591476c__c0.mp4,0.103781,0.140391
base-props__9b466919eda610e8c73a0bd5a77aa817123053da__粽子菇__v629__scooter__ee29ce26__c0.mp4,0.123479,0.203762
base-props__45160a3209fab0c464a72ff9098bde522b4e0264__爆炸菇（爆炸前）__v254__scooter__4a80b0c1__c0.mp4,0.671499,0.607617
base-props__7477a8f5fd3a13dfd6406e169f1243b5549b5cc2__炸虾菇__v452__bubble__e02ebc45__c0.mp4,0.068593,0.165383
base-props__a3ea0638c0bec1fb0f4c997a373d36ead037e385__粽子菇__v665__glasses__a3923a49__c0.mp4,0.063836,0.131139
base-noprop__28a9118cfcb39ecdaa356dae1cfd75d6409d77fc__毒蘑菇__v0__5a4d667e__c0.mp4,0.05261,0.093701
exact-r2__474f385571ae5a110c7956cc929fee320bb370da__爆炸菇（爆炸后）__v454__glasses__cfb81219__c0.mp4,0.570177,0.533606
base-noprop__182f83da0bcf36703e4fd5d1e28bc4008296ecaa__爆炸菇（爆炸前）__v0__4846a627__c0.mp4,0.195285,0.175482
exact-r1__37cf5b3121da345790097e2efc56911fb8dea3af__粽子菇__v364__flag__fb092b3e__c0.mp4,0.304526,0.302603
exact-r2__ef42d53ed8b791605eae85aa1492240bd9a4a695__汉堡菇__v1502__bubble__5afa3d17__c0.mp4,0.113961,0.185532
exact-r2__01a6567f10a570751973e6ec60ed6bde441ec10f__爆炸菇（爆炸后）__v14__eyemask__90e390c5__c0.mp4,0.511778,0.471618
base-noprop__85485675b9afc7fa463bca0fd81c644d405acb2e__炸虾菇__v0__68bece95__c0.mp4,0.049347,0.104733
base-noprop__1d5a1c958b3030b64164f55cfb9fdefdf2716651__蘑菇力__v0__a7cebd0b__c0.mp4,0.160144,0.212038
base-props__24dc1f3ba782c8b6cd325590627ea2ed97b93833__毒蘑菇__v126__scooter__6fdbfbad__c0.mp4,0.063242,0.157813
base-props__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__蘑菇力__v105__coffee__c045b076__c0.mp4,0.044376,0.098353
exact-r2__6474718652c3298f3ac628f29426024c3a14fa73__炸虾菇__v630__scooter__a8183c89__c0.mp4,0.092621,0.1463
base-noprop__2158ac4b40c183c04669f63ff768ba9ca348a0c7__蘑菇力__v0__d2d49a05__c0.mp4,0.112121,0.142818
exact-r1__4ad750ed37eb0ade2e0d9bf6801c7c417a005531__毒蘑菇__v478__eyemask__4d71b6ae__c0.mp4,0.230097,0.345836
exact-r2__32dd046cc33c87913a63ceb3d332e99d5929fcfb__爆炸菇（爆炸后）__v338__coffee__b1adb7ff__c0.mp4,0.695393,0.619904
exact-r1__60d3f25a0f1d299931711b15c4b35f349c86c157__毒蘑菇__v612__scooter__1d27755f__c0.mp4,0.177131,0.279487
exact-r1__f0ded2281369569374226c3d97d3dbf8e365ae0a__毒蘑菇__v1514__glasses__6529c6b9__c0.mp4,0.046518,0.132688
exact-r1__ba85413746dea437ec08f5638d106fcbddab3966__粽子菇__v1165__eyemask__ee2bc5e8__c0.mp4,0.113895,0.159823
exact-r2__924031cbf126b245cf9afc8c24e5945a1e2524ab__粽子菇__v907__crown__f744010f__c0.mp4,0.23702,0.37017
generic__deb8dcc91484de67c08304d54dba061741b046a8__毒蘑菇__v870__coffee__64902ddf__c0.mp4,0.041777,0.175661
base-noprop__3bebabbc637c0e47cdac3a89bb497c6c48ee197b__蘑菇力__v0__9b911419__c0.mp4,0.104026,0.137178
base-noprop__6789eb569ba9201716016a5c210359d9e3d43278__爆炸菇（爆炸前）__v0__f822ca90__c0.mp4,0.171186,0.284014
exact-r2__bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1__爆炸菇（爆炸后）__v1178__bubble__a0db171b__c0.mp4,0.150257,0.191674
exact-r1__b5f3ed9751741b54d2b7860eb77b985aaee98b64__粽子菇__v1128__bubble__6e70acea__c0.mp4,0.159738,0.193259
base-noprop__36eb6a2b312cae414c0f305a4fd633fb23cd8654__毒蘑菇__v0__5010e42b__c0.mp4,0.066985,0.122158
exact-r2__926b75ca53aa1b77cedc8561681d4d79a3dc51b8__爆炸菇（爆炸前）__v911__flag__da5610be__c0.mp4,0.251583,0.290045
base-props__b4b495bee5ab16d6e8983a341ab6f3d948ed5f6c__爆炸菇（爆炸后）__v719__eyemask__b58922f7__c0.mp4,0.025497,0.13865
generic__ea0af3c357ca9e440d20ba13a8d5e54a56d394ba__炸虾菇__v912__glasses__0a785c0f__c0.mp4,0.174689,0.185862
exact-r2__f5956eb61a549d5be8e0160eeae49cb4cbf25a86__蘑菇力__v1548__eyemask__6bd3e0ce__c0.mp4,0.072473,0.145607
base-noprop__06e63e8138296f08358590534d1c65535297e3a7__毒蘑菇__v0__1ed754bc__c0.mp4,0.118873,0.170662
exact-r1__90782196f289a65e2ba2d9252e68e2e48e27ced0__粽子菇__v899__crown__269e9a7a__c0.mp4,0.082128,0.186083
exact-r1__162906640246ef44f99db4ad49276c513665eb1e__爆炸菇（爆炸前）__v142__glasses__6207d034__c0.mp4,0.054228,0.110934
base-props__36eb6a2b312cae414c0f305a4fd633fb23cd8654__粽子菇__v193__eyemask__b2ee2dfe__c0.mp4,0.24157,0.274407
base-noprop__11cbd6bb7e2ef5f62a971e19d40e2ef2d0d3b3f7__爆炸菇（爆炸后）__v0__a6c62d12__c0.mp4,0.10053,0.196774
generic__b2d3b11f7cc10d19163a3940e12f64f147409d54__粽子菇__v713__flag__5f4b5c50__c0.mp4,0.076084,0.155953
exact-r1__46fdb8adba853657fade52d259f8ee4cb1b28dde__爆炸菇（爆炸后）__v451__glasses__c87c68d3__c0.mp4,0.47113,0.48742
exact-r2__0399b7e1281139c389c4f871736e53e2fab0d75d__爆炸菇（爆炸后）__v25__eyemask__9d8c5219__c0.mp4,0.070893,0.17503
exact-r2__631681b89d48f73fa9b84e8c908a589e6776cc2c__爆炸菇（爆炸后）__v623__scooter__7a01a60b__c0.mp4,0.626011,0.61492
generic__db8515de9bb0464fda393bf87d44ee920714f2f6__汉堡菇__v851__bubble__5c7bd097__c0.mp4,0.045405,0.152344
exact-r1__62c4b310812464715b031f8b6b51ec5b65e0d3ee__毒蘑菇__v621__scooter__765f63a6__c0.mp4,0.135915,0.181931
base-noprop__90d2739dfb7858927d0f47919eb4bdb9a91380c7__粽子菇__v0__89b8b153__c0.mp4,0.141574,0.241646
exact-r1__b68bd790b0276728d5b0df42061a7a6cb4e51370__毒蘑菇__v1135__crown__27f578bc__c0.mp4,0.115711,0.161459
exact-r1__e788516b536549b961694ff7e61e27486033c7f1__吐司菇__v1452__eyemask__4ec83f1f__c0.mp4,0.091216,0.16605
base-noprop__33159c17b1b4cc97be3acad43a606bfdc0461807__粽子菇__v0__2af2fcd8__c0.mp4,0.062784,0.169994
exact-r1__2554fe92bd1bd8c064abb9c345b6a326d198823d__炸虾菇__v239__eyemask__99b2f130__c0.mp4,0.264809,0.330769
base-noprop__2c164d8e794e57d3dbeecb7a01572c433d3d03f3__毒蘑菇__v0__ff0057fc__c0.mp4,0.039391,0.150116
base-noprop__24dc1f3ba782c8b6cd325590627ea2ed97b93833__吐司菇__v0__72a2ef73__c0.mp4,0.055412,0.154211
exact-r1__626b6bd3e31f1f1f566ad8589123249d6c71e87e__爆炸菇（爆炸后）__v620__scooter__c59c39e4__c0.mp4,0.265575,0.321755
exact-r1__372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52__粽子菇__v362__flag__cffdcb8f__c0.mp4,0.322261,0.279739
exact-r2__9246f4c2cfaf94dbb9aaf761e9ed5784d548c111__粽子菇__v908__crown__619a8663__c0.mp4,0.096649,0.187701
base-noprop__9fbd18735103fe1b5d2240e6fd020546f1e15e3a__粽子菇__v0__e694f714__c0.mp4,0.289917,0.33043
exact-r2__60d3f25a0f1d299931711b15c4b35f349c86c157__毒蘑菇__v612__scooter__1d27755f__c0.mp4,0.158024,0.282663
base-props__5fb311357441af70b6b5eaa1482d7a943ed2f0ac__爆炸菇（爆炸前）__v362__flag__46fe29b1__c0.mp4,0.106092,0.135971
exact-r1__34495e2b0882ddeaad3237f3947906d32c637b3c__爆炸菇（爆炸后）__v347__coffee__78676887__c0.mp4,0.317067,0.367353
exact-r1__18550aeb254f3fee4e7bf9994a4d3d285dbf113e__爆炸菇（爆炸前）__v155__glasses__f5b23df7__c0.mp4,0.211361,0.256757
base-noprop__26dbb8ae31663566874e3c69116675e0a5c2f687__吐司菇__v0__fb6841e0__c0.mp4,0.289327,0.36138
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__炸虾菇__v0__390f19c5__c0.mp4,0.089028,0.126338
exact-r1__95d180ac0df94262f8aebe30fe54f9db640fe821__毒蘑菇__v935__bubble__8f7ac22e__c0.mp4,0.241216,0.269918
exact-r1__4738bebba8757a16e0b094a37be38bbf14855865__粽子菇__v453__scooter__bbb8a614__c0.mp4,0.307659,0.312691
generic__1cf0944b8af6ac43f6f7e794a0d68118b7de888c__蘑菇力__v105__coffee__c045b076__c0.mp4,0.035161,0.142208
exact-r1__45443570796936e108082092b3fa858f1cf9ba6f__吐司菇__v435__bubble__d4476470__c0.mp4,0.290204,0.299184
generic__152077a5b2e9ecb98c83d24bd2c2d3c0ce349e29__蘑菇力__v75__scooter__f217b500__c0.mp4,0.08104,0.044967
exact-r1__623a70f05bf53aa3dd7e02808f409d8dafde1d7c__爆炸菇（爆炸后）__v617__scooter__b8963715__c0.mp4,0.117593,0.169249
exact-r1__db5946ea1cbac3f670575cbc00262fee4918e14a__炸虾菇__v1372__flag__e3021cc8__c0.mp4,0.218908,0.184576
exact-r2__730702bed82aaf1a0c1093664b6b45d5254520a9__爆炸菇（爆炸前）__v723__eyemask__f6753a50__c0.mp4,0.330347,0.293697
exact-r1__392410131274da938ab5d7413fe09371ec7bf3ff__粽子菇__v372__flag__111364cb__c0.mp4,0.156274,0.278596
exact-r2__34b54af8a5899c7c22353eaac7f1689280af08bd__蘑菇力__v350__scooter__5163f449__c0.mp4,0.073096,0.167921
generic__b166561176afda3a52cc9957753e6b2a097c6778__爆炸菇（爆炸前）__v708__glasses__ebc7f03d__c0.mp4,0.078443,0.1531
base-noprop__691bb9a71d598e287cbef46044bd6aef8fa79960__爆炸菇（爆炸后）__v0__8dfaef03__c0.mp4,0.245679,0.301927
exact-r1__c3ddf9205086e5bee83b50f2c6758e8462dc5ace__爆炸菇（爆炸前）__v1224__coffee__a6ddb6ff__c0.mp4,0.36659,0.469792
exact-r1__631681b89d48f73fa9b84e8c908a589e6776cc2c__爆炸菇（爆炸后）__v623__scooter__7a01a60b__c0.mp4,0.593558,0.595849
exact-r1__49e4303b44fcc27a48dcbb9fedc8fd22431b34ff__毒蘑菇__v472__eyemask__5bdac16e__c0.mp4,0.147187,0.208255
exact-r1__bbfb3f8d2ea190b8b909c93b9f01e4a1965419b1__爆炸菇（爆炸后）__v1178__bubble__a0db171b__c0.mp4,0.070088,0.155713
exact-r1__f5956eb61a549d5be8e0160eeae49cb4cbf25a86__蘑菇力__v1548__eyemask__6bd3e0ce__c0.mp4,0.112883,0.14252
exact-r2__d1cbac6a456f79a41730e92a0d258e6c48cc9f72__蘑菇力__v1303__bubble__187cc260__c0.mp4,0.090472,0.17404
generic__5626b130f196987d62f6d0c5c5db38f271c3a918__蘑菇力__v324__eyemask__8aa782fc__c0.mp4,0.039537,0.044885
exact-r2__79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0.mp4,0.140215,0.196546
base-props__1d5a1c958b3030b64164f55cfb9fdefdf2716651__汉堡菇__v107__flag__30c943b7__c0.mp4,0.35477,0.368218
base-props__58a25304d5897daa19607fb3b5ce8c1f9d1c340f__爆炸菇（爆炸前）__v335__bubble__54c5e930__c0.mp4,0.083719,0.135654
exact-r1__98e308331e62de84e949c3e924bcff35f3f6c9bf__毒蘑菇__v946__bubble__f8dd16ce__c0.mp4,0.217561,0.355067
exact-r1__10f08b45f5b437b36ac2c7a288fa49b307a4fdb7__蘑菇力__v102__coffee__0ac3f68e__c0.mp4,0.197633,0.291609
generic__6347b4fdacef12020e4808533f7022e254119900__吐司菇__v376__glasses__2acf789a__c0.mp4,0.030781,0.132625
exact-r1__f9aacc031f16f9d76920841e54cb3bc2de5ee57e__爆炸菇（爆炸前）__v1569__bubble__b5c942fa__c0.mp4,0.053303,0.161261
exact-r2__79aac7243697f42e910ae6d4b6bf107bbdc52ab9__毒蘑菇__v758__flag__9622a734__c0.mp4,0.175015,0.225781
generic__b2678863871b99530ba9e74fef126b3d90508f99__爆炸菇（爆炸后）__v712__eyemask__532028ec__c0.mp4,0.072403,0.13543
exact-r2__b5b06b57ef9e8b2cf1280a5501a7a89f0d45f8b4__粽子菇__v1125__bubble__fe0344a1__c0.mp4,0.144713,0.184758
base-noprop__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__毒蘑菇__v0__5fc71fd5__c0.mp4,0.10086,0.143177
base-props__143077ed5c3203470357eefbac685c008578ef31__炸虾菇__v73__crown__15d9b9b3__c0.mp4,0.06383,0.151524
exact-r1__da37f786e8b4ef0d7e9d8762ea49af897cc15b9d__汉堡菇__v1366__flag__bcb00b8b__c0.mp4,0.329675,0.354109
exact-r2__372c7ce27e46c7f4d9e0604e9cd9045cf4bdec52__粽子菇__v362__flag__cffdcb8f__c0.mp4,0.309346,0.346935
exact-r1__295ec2fac111fb5afa6570ecaff44ee23b6282e7__蘑菇力__v270__flag__1f2f782d__c0.mp4,0.143804,0.19704
exact-r1__172a155e787da9a4c0e06a8d4aeb9f7404e81fd4__爆炸菇（爆炸前）__v150__glasses__7547fad3__c0.mp4,0.600204,0.533098
base-noprop__4de2aa1e433a559a98b48c7eccf7684f044f0cc9__吐司菇__v0__c1d4c5db__c0.mp4,0.127098,0.162088
exact-r2__f1498f3a3c3245f137f45ef7171fbad768a30f29__毒蘑菇__v1519__glasses__ecf6838e__c0.mp4,0.158388,0.30539
base-noprop__58c718f0a628fc78ed40a56ba41c1f7d385533e5__吐司菇__v0__4a89ed6f__c0.mp4,0.111496,0.158802
base-noprop__66f41d2f3f0f61298257e508840f1163992f0311__炸虾菇__v0__194587c6__c0.mp4,0.377942,0.373715
generic__b4b495bee5ab16d6e8983a341ab6f3d948ed5f6c__爆炸菇（爆炸后）__v719__eyemask__b58922f7__c0.mp4,0.0,0.088508
