filename,grade,reasons,track,source_sha,match,image_sample_id,image_dataset,image_label
base-noprop__556de27b0d0679c58d037153bf13f376557bb4da__汉堡菇__v0__b936b058__c0.mp4,bad,还原度,base-noprop,556de27b0d0679c58d037153bf13f376557bb4da,source_only,556de27b0d0679c58d037153bf13f376557bb4da__森林__v0__3bc2cdcf__c0,tutu-insert-sft-0709,good
exact-r1__92d7bb39237f675b3076e7ae79f0ec800ee34bfd__爆炸菇（爆炸前）__v915__flag__4d32b5b8__c0.mp4,normal,,exact-r1,92d7bb39237f675b3076e7ae79f0ec800ee34bfd,exact,92d7bb39237f675b3076e7ae79f0ec800ee34bfd__爆炸菇（爆炸前）__v915__flag__4d32b5b8__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__923dbea1c7a98f5a1ad632836be7e11ba23c900a__粽子菇__v906__crown__27970c94__c0.mp4,normal,,exact-r1,923dbea1c7a98f5a1ad632836be7e11ba23c900a,exact,923dbea1c7a98f5a1ad632836be7e11ba23c900a__粽子菇__v906__crown__27970c94__c0,sku-2.0-props-matrix-untriggered-0728,normal
generic__546296f7917ec182336f629d3d0c02436cb741ca__汉堡菇__v315__scooter__5d2f2681__c0.mp4,bad,还原度,generic,546296f7917ec182336f629d3d0c02436cb741ca,source_only,546296f7917ec182336f629d3d0c02436cb741ca__TUPV6007__v315__flag__078e6ef1__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
base-props__da845ee71f9cb9c51804ea9e81d440cd088d2805__汉堡菇__v845__bubble__4b8aea7d__c0.mp4,bad,还原度,base-props,da845ee71f9cb9c51804ea9e81d440cd088d2805,none,,,
exact-r2__3550d4d593884e660092f1bb1c9c8c880eb3e04f__吐司菇__v353__glasses__368117e2__c0.mp4,bad,衣服/身体的时间一致性;僵硬;四肢不动,exact-r2,3550d4d593884e660092f1bb1c9c8c880eb3e04f,exact,3550d4d593884e660092f1bb1c9c8c880eb3e04f__吐司菇__v353__glasses__368117e2__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__d23c24b9a061ce56500b538bf57e52a7a8356d7d__炸虾菇__v1306__crown__14945331__c0.mp4,bad,僵硬;不属于以上,exact-r1,d23c24b9a061ce56500b538bf57e52a7a8356d7d,exact,d23c24b9a061ce56500b538bf57e52a7a8356d7d__炸虾菇__v1306__crown__14945331__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__7c8a526968954350424479b1f22cb0375632bc6e__炸虾菇__v775__glasses__253cc752__c0.mp4,bad,还原度;僵硬,exact-r1,7c8a526968954350424479b1f22cb0375632bc6e,exact,7c8a526968954350424479b1f22cb0375632bc6e__炸虾菇__v775__glasses__253cc752__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__爆炸菇（爆炸前）__v0__b7bfe665__c0.mp4,normal,,base-noprop,cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a,source_only,cd19e3a058e1dc2909d79dd0b89fd5e5cf73511a__甜品__v0__6fc60657__c0,tutu-insert-sft-0709,bad
base-noprop__b281dc2a1f8e99821ca80a015d7a15c12c8925f9__爆炸菇（爆炸前）__v0__ef6e2ca1__c0.mp4,good,,base-noprop,b281dc2a1f8e99821ca80a015d7a15c12c8925f9,source_only,b281dc2a1f8e99821ca80a015d7a15c12c8925f9__花花__v0__a0d10423__c0,tutu-insert-sft-0709,bad
exact-r1__49b4745c3f3ae2c858204bfef37fd2132cb50200__毒蘑菇__v469__eyemask__ae7a9e1d__c0.mp4,normal,,exact-r1,49b4745c3f3ae2c858204bfef37fd2132cb50200,exact,49b4745c3f3ae2c858204bfef37fd2132cb50200__毒蘑菇__v469__eyemask__ae7a9e1d__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__a4ef5a0703d7e77492a6724ff679670b2cb37512__粽子菇__v671__glasses__abfa9230__c0.mp4,bad,还原度,base-props,a4ef5a0703d7e77492a6724ff679670b2cb37512,source_only,a4ef5a0703d7e77492a6724ff679670b2cb37512__TUPV6003__v671__crown__de3cf6e1__c0,sku-1.0-daily-props-matrix-untriggered-0731,normal
exact-r1__32dd046cc33c87913a63ceb3d332e99d5929fcfb__爆炸菇（爆炸后）__v338__coffee__b1adb7ff__c0.mp4,normal,,exact-r1,32dd046cc33c87913a63ceb3d332e99d5929fcfb,exact,32dd046cc33c87913a63ceb3d332e99d5929fcfb__爆炸菇（爆炸后）__v338__coffee__b1adb7ff__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__9b466919eda610e8c73a0bd5a77aa817123053da__粽子菇__v629__scooter__ee29ce26__c0.mp4,bad,还原度,generic,9b466919eda610e8c73a0bd5a77aa817123053da,none,,,
exact-r2__f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b__爆炸菇（爆炸前）__v1512__scooter__23c2e1b2__c0.mp4,bad,物理规律,exact-r2,f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b,exact,f098f956c8048e901cfef55e3a9c2c1ae2f2ea2b__爆炸菇（爆炸前）__v1512__scooter__23c2e1b2__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__5dd0b25b8d1b4b0a6283fcc5a61e4dd4413e42f8__吐司菇__v588__scooter__ae43ea86__c0.mp4,bad,还原度,exact-r2,5dd0b25b8d1b4b0a6283fcc5a61e4dd4413e42f8,exact,5dd0b25b8d1b4b0a6283fcc5a61e4dd4413e42f8__吐司菇__v588__scooter__ae43ea86__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__48c861a729f66f679642de5c029313df7a318d4d__粽子菇__v464__scooter__b6246b54__c0.mp4,normal,,exact-r2,48c861a729f66f679642de5c029313df7a318d4d,exact,48c861a729f66f679642de5c029313df7a318d4d__粽子菇__v464__scooter__b6246b54__c0,sku-2.0-props-matrix-untriggered-0728,normal
base-noprop__f1dad7bb3456b35de8ced7c8026630284b2a0358__炸虾菇__v0__68253e8b__c0.mp4,normal,,base-noprop,f1dad7bb3456b35de8ced7c8026630284b2a0358,exact,f1dad7bb3456b35de8ced7c8026630284b2a0358__炸虾菇__v0__68253e8b__c0,sku-2.0-noprop-merged-0721,good
exact-r2__55c78bf255f3a7b815fa63ec2b487f670c474c05__汉堡菇__v544__scooter__f9fb3109__c0.mp4,bad,还原度,exact-r2,55c78bf255f3a7b815fa63ec2b487f670c474c05,exact,55c78bf255f3a7b815fa63ec2b487f670c474c05__汉堡菇__v544__scooter__f9fb3109__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__3bebabbc637c0e47cdac3a89bb497c6c48ee197b__吐司菇__v0__50a6d591__c0.mp4,normal,,base-noprop,3bebabbc637c0e47cdac3a89bb497c6c48ee197b,none,,,
exact-r2__ba251ea3d223905682930bef46247c2d3538af06__粽子菇__v1161__eyemask__c6bc1f91__c0.mp4,bad,还原度,exact-r2,ba251ea3d223905682930bef46247c2d3538af06,exact,ba251ea3d223905682930bef46247c2d3538af06__粽子菇__v1161__eyemask__c6bc1f91__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__25242e2c4e978686c1ab0fd42607be6ef25ff215__汉堡菇__v235__eyemask__02246e97__c0.mp4,bad,不合理的物体;还原度,exact-r2,25242e2c4e978686c1ab0fd42607be6ef25ff215,exact,25242e2c4e978686c1ab0fd42607be6ef25ff215__汉堡菇__v235__eyemask__02246e97__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__11126af44460c58b95d533978e0cf55f002fe629__吐司菇__v66__bubble__f564ca5a__c0.mp4,bad,还原度,base-props,11126af44460c58b95d533978e0cf55f002fe629,source_only,11126af44460c58b95d533978e0cf55f002fe629__TUPV6003__v0__71867118__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__08bc0b380cf865761826977b4c950791f2b66856__爆炸菇（爆炸前）__v52__crown__f7b25bfe__c0.mp4,normal,,exact-r1,08bc0b380cf865761826977b4c950791f2b66856,exact,08bc0b380cf865761826977b4c950791f2b66856__爆炸菇（爆炸前）__v52__crown__f7b25bfe__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__abd3eebc0d8afd79024fb49f40a8b92321223c19__汉堡菇__v686__eyemask__ac9a2e26__c0.mp4,bad,还原度,generic,abd3eebc0d8afd79024fb49f40a8b92321223c19,source_only,abd3eebc0d8afd79024fb49f40a8b92321223c19__TUPV6001__v686__glasses__3cb5e1d0__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
base-noprop__0ede95135255948bd4b4397d3ea7c6890ffbbb52__毒蘑菇__v0__a0cb27d9__c0.mp4,normal,,base-noprop,0ede95135255948bd4b4397d3ea7c6890ffbbb52,source_only,0ede95135255948bd4b4397d3ea7c6890ffbbb52__TUPV6007__v0__bb106566__c0,sku-1.0-daily-noprop-0802,bad
exact-r1__4684d4e3cc283d2f82a830567f416163b041076b__爆炸菇（爆炸后）__v446__glasses__bf74e4b6__c0.mp4,bad,僵硬;物理规律,exact-r1,4684d4e3cc283d2f82a830567f416163b041076b,exact,4684d4e3cc283d2f82a830567f416163b041076b__爆炸菇（爆炸后）__v446__glasses__bf74e4b6__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__b8e0b9755a51b36875a1ff8ee869e25c5e0b23ff__蘑菇力__v1153__crown__9e2adf71__c0.mp4,normal,,exact-r1,b8e0b9755a51b36875a1ff8ee869e25c5e0b23ff,exact,b8e0b9755a51b36875a1ff8ee869e25c5e0b23ff__蘑菇力__v1153__crown__9e2adf71__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__26d75a46f6b5232a06d19848323a502357164e90__蘑菇力__v257__flag__c56eb3e3__c0.mp4,bad,还原度,exact-r1,26d75a46f6b5232a06d19848323a502357164e90,exact,26d75a46f6b5232a06d19848323a502357164e90__蘑菇力__v257__flag__c56eb3e3__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__9246f4c2cfaf94dbb9aaf761e9ed5784d548c111__粽子菇__v908__crown__619a8663__c0.mp4,bad,大小变化,exact-r1,9246f4c2cfaf94dbb9aaf761e9ed5784d548c111,exact,9246f4c2cfaf94dbb9aaf761e9ed5784d548c111__粽子菇__v908__crown__619a8663__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__d002e5583f41453bb83d542e6e3c5c3cb84670c8__蘑菇力__v1292__bubble__eaf7d752__c0.mp4,bad,物理规律,exact-r1,d002e5583f41453bb83d542e6e3c5c3cb84670c8,exact,d002e5583f41453bb83d542e6e3c5c3cb84670c8__蘑菇力__v1292__bubble__eaf7d752__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__73ec88107c787002c08c3232085b5837e0a0a553__炸虾菇__v449__bubble__8ebbfab5__c0.mp4,bad,物理规律,generic,73ec88107c787002c08c3232085b5837e0a0a553,none,,,
exact-r2__95661968e66f7e80c1cfe770235df4b395dab410__毒蘑菇__v930__bubble__db7364e2__c0.mp4,normal,,exact-r2,95661968e66f7e80c1cfe770235df4b395dab410,exact,95661968e66f7e80c1cfe770235df4b395dab410__毒蘑菇__v930__bubble__db7364e2__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__fa8822b451db86406868163ad6abd81635c99e4c__爆炸菇（爆炸前）__v1579__bubble__a2820fb2__c0.mp4,bad,物理规律,exact-r2,fa8822b451db86406868163ad6abd81635c99e4c,exact,fa8822b451db86406868163ad6abd81635c99e4c__爆炸菇（爆炸前）__v1579__bubble__a2820fb2__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__34e339919ebe42baea42c17116629a6037829046__吐司菇__v351__glasses__5c5de906__c0.mp4,normal,,exact-r1,34e339919ebe42baea42c17116629a6037829046,exact,34e339919ebe42baea42c17116629a6037829046__吐司菇__v351__glasses__5c5de906__c0,sku-2.0-props-matrix-untriggered-0728,bad
generic__2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2__吐司菇__v145__flag__d497fcd1__c0.mp4,good,,generic,2a80b5bbf9bfc43cc9607c64804c1876ee75a6f2,none,,,
base-noprop__50ad428af3b86412de8a648a8194cebfd6685400__炸虾菇__v0__628e1d4b__c0.mp4,normal,,base-noprop,50ad428af3b86412de8a648a8194cebfd6685400,source_only,50ad428af3b86412de8a648a8194cebfd6685400__base__v0__195d47b2__c0,tutu-insert-sft-0709,bad
exact-r2__1d10d72beff724875190e76c7f3249168d25a97a__毒蘑菇__v177__coffee__2132b6bd__c0.mp4,bad,还原度,exact-r2,1d10d72beff724875190e76c7f3249168d25a97a,exact,1d10d72beff724875190e76c7f3249168d25a97a__毒蘑菇__v177__coffee__2132b6bd__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__3e0263de42d2cb0db2374a5b45278fcc7a471c0b__蘑菇力__v0__de7b3c77__c0.mp4,good,,base-noprop,3e0263de42d2cb0db2374a5b45278fcc7a471c0b,none,,,
exact-r1__4750d9b5e622a065f63c02791c5880240fb4ec9a__粽子菇__v455__scooter__8a130adf__c0.mp4,good,,exact-r1,4750d9b5e622a065f63c02791c5880240fb4ec9a,exact,4750d9b5e622a065f63c02791c5880240fb4ec9a__粽子菇__v455__scooter__8a130adf__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__c29266a464fea2ac37a8605daf8044b752a1f624__爆炸菇（爆炸前）__v1215__coffee__6da6266c__c0.mp4,bad,还原度;大小变化,exact-r1,c29266a464fea2ac37a8605daf8044b752a1f624,exact,c29266a464fea2ac37a8605daf8044b752a1f624__爆炸菇（爆炸前）__v1215__coffee__6da6266c__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__95270fa777a6a5cb99054cf707304be40d56acb6__毒蘑菇__v928__bubble__f5d68233__c0.mp4,normal,,exact-r1,95270fa777a6a5cb99054cf707304be40d56acb6,exact,95270fa777a6a5cb99054cf707304be40d56acb6__毒蘑菇__v928__bubble__f5d68233__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r2__0482215a70d10901557fd35bdf33f91d111c8bcb__粽子菇__v30__coffee__d4ee31e5__c0.mp4,normal,,exact-r2,0482215a70d10901557fd35bdf33f91d111c8bcb,exact,0482215a70d10901557fd35bdf33f91d111c8bcb__粽子菇__v30__coffee__d4ee31e5__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0.mp4,normal,,exact-r1,79338d48a690fd016313c198f04a3dc484b6e14f,exact,79338d48a690fd016313c198f04a3dc484b6e14f__毒蘑菇__v755__flag__ebd0d94e__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__ef3bed0365ebd4b143e559e9f65fdd3902b7cb46__爆炸菇（爆炸前）__v1501__scooter__163de21a__c0.mp4,bad,大小变化,exact-r2,ef3bed0365ebd4b143e559e9f65fdd3902b7cb46,exact,ef3bed0365ebd4b143e559e9f65fdd3902b7cb46__爆炸菇（爆炸前）__v1501__scooter__163de21a__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__2c164d8e794e57d3dbeecb7a01572c433d3d03f3__吐司菇__v0__8db8e628__c0.mp4,bad,大小变化,base-noprop,2c164d8e794e57d3dbeecb7a01572c433d3d03f3,source_only,2c164d8e794e57d3dbeecb7a01572c433d3d03f3__TUPV6002__v155__flag__178a1793__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r2__1e6455b0ff78fa4766a1d5f30413ea1d0429eb99__毒蘑菇__v187__coffee__cf9a2967__c0.mp4,normal,,exact-r2,1e6455b0ff78fa4766a1d5f30413ea1d0429eb99,exact,1e6455b0ff78fa4766a1d5f30413ea1d0429eb99__毒蘑菇__v187__coffee__cf9a2967__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__f38c85c9dbbd6fe91ebb9c9d9e17e6640548549d__毒蘑菇__v1530__glasses__4c0f5650__c0.mp4,bad,还原度,exact-r1,f38c85c9dbbd6fe91ebb9c9d9e17e6640548549d,exact,f38c85c9dbbd6fe91ebb9c9d9e17e6640548549d__毒蘑菇__v1530__glasses__4c0f5650__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__爆炸菇（爆炸后）__v0__1eef5aea__c0.mp4,normal,,base-noprop,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4,exact,701e58d8fd0b9629cc0d3b9aec0136dcfd79a9f4__爆炸菇（爆炸后）__v0__1eef5aea__c0,sku-2.0-noprop-merged-0721,bad
base-noprop__51be5b142d9021a3c446702d354fabdf42630fa9__毒蘑菇__v0__2e625b4c__c0.mp4,bad,物理规律,base-noprop,51be5b142d9021a3c446702d354fabdf42630fa9,source_only,51be5b142d9021a3c446702d354fabdf42630fa9__TUPV6003__v304__eyemask__98d2b870__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__16d87b7c10ee927fd1e1d2e315f77f610316d154__爆炸菇（爆炸前）__v146__glasses__98277935__c0.mp4,normal,,exact-r1,16d87b7c10ee927fd1e1d2e315f77f610316d154,exact,16d87b7c10ee927fd1e1d2e315f77f610316d154__爆炸菇（爆炸前）__v146__glasses__98277935__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__b78000494643dd416d6056e23accb37bf8708a96__蘑菇力__v1143__crown__6e95a9d4__c0.mp4,bad,大小变化,exact-r1,b78000494643dd416d6056e23accb37bf8708a96,exact,b78000494643dd416d6056e23accb37bf8708a96__蘑菇力__v1143__crown__6e95a9d4__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__f4d25ec51527a18f0ee61a4803329a4966535857__炸虾菇__v0__dfead8ad__c0.mp4,normal,,base-noprop,f4d25ec51527a18f0ee61a4803329a4966535857,source_only,f4d25ec51527a18f0ee61a4803329a4966535857__森林__v0__b18a249d__c0,tutu-insert-sft-0709,bad
base-noprop__04febc3ea3e866abdf75b3fab9b881e8f80a980a__炸虾菇__v0__67fb9c03__c0.mp4,normal,,base-noprop,04febc3ea3e866abdf75b3fab9b881e8f80a980a,source_only,04febc3ea3e866abdf75b3fab9b881e8f80a980a__花花__v0__ee9733f1__c0,tutu-insert-sft-0709,bad
exact-r2__7bcdb8d9a74233784e73beaf553f9da6be6bf025__毒蘑菇__v772__flag__65ea2bc6__c0.mp4,normal,,exact-r2,7bcdb8d9a74233784e73beaf553f9da6be6bf025,exact,7bcdb8d9a74233784e73beaf553f9da6be6bf025__毒蘑菇__v772__flag__65ea2bc6__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__28a40bdc8031c3ded5a744a31c764d0180862532__粽子菇__v0__e761f249__c0.mp4,bad,还原度,base-noprop,28a40bdc8031c3ded5a744a31c764d0180862532,source_only,28a40bdc8031c3ded5a744a31c764d0180862532__占卜__v0__eb8d73c5__c0,tutu-insert-sft-0709,bad
base-props__61fed9a5970df6669462d6fcf616c133d150bbc0__吐司菇__v373__glasses__dfcca2ae__c0.mp4,bad,还原度,base-props,61fed9a5970df6669462d6fcf616c133d150bbc0,none,,,
base-noprop__08447ead47d19cdf9b918908077ea735b8029732__粽子菇__v0__00723c07__c0.mp4,good,,base-noprop,08447ead47d19cdf9b918908077ea735b8029732,source_only,08447ead47d19cdf9b918908077ea735b8029732__汉堡菇__v0__096129c7__c0,sku-2.0-noprop-merged-0721,bad
generic__24dc1f3ba782c8b6cd325590627ea2ed97b93833__毒蘑菇__v126__scooter__6fdbfbad__c0.mp4,bad,还原度;不属于以上,generic,24dc1f3ba782c8b6cd325590627ea2ed97b93833,source_only,24dc1f3ba782c8b6cd325590627ea2ed97b93833__TUPV6002__v0__93175706__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__612115080afd9cfcd7bc4fdd21348971b54a34c7__爆炸菇（爆炸后）__v613__scooter__aeb47a72__c0.mp4,bad,大小变化;物理规律,exact-r2,612115080afd9cfcd7bc4fdd21348971b54a34c7,exact,612115080afd9cfcd7bc4fdd21348971b54a34c7__爆炸菇（爆炸后）__v613__scooter__aeb47a72__c0,sku-2.0-props-matrix-untriggered-0728,bad
exact-r1__d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__汉堡菇__v1360__flag__ffb3b643__c0.mp4,normal,,exact-r1,d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96,exact,d9657e5af5e0c9e5c71b7d15425af2bf7fc9de96__汉堡菇__v1360__flag__ffb3b643__c0,sku-2.0-props-matrix-untriggered-0728,good
generic__cb05660c4b262902ff02becd82b2bbb621c9edbf__吐司菇__v791__eyemask__d3393fa2__c0.mp4,bad,还原度,generic,cb05660c4b262902ff02becd82b2bbb621c9edbf,none,,,
exact-r2__63c6cd5b6ce97c724c348a679627c9f637af97f7__爆炸菇（爆炸后）__v627__scooter__9f990d4c__c0.mp4,bad,还原度,exact-r2,63c6cd5b6ce97c724c348a679627c9f637af97f7,exact,63c6cd5b6ce97c724c348a679627c9f637af97f7__爆炸菇（爆炸后）__v627__scooter__9f990d4c__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-props__54b808c68379bb80df935fac20da98e5db366a47__吐司菇__v316__coffee__947501b0__c0.mp4,bad,还原度,base-props,54b808c68379bb80df935fac20da98e5db366a47,source_only,54b808c68379bb80df935fac20da98e5db366a47__TUPV6007__v316__flag__c1243ff7__c0,sku-1.0-daily-props-matrix-untriggered-0731,normal
exact-r1__044176e563bd0ca37fa16a6ebe34899138633a40__爆炸菇（爆炸后）__v28__eyemask__b7e2f1f6__c0.mp4,bad,还原度,exact-r1,044176e563bd0ca37fa16a6ebe34899138633a40,exact,044176e563bd0ca37fa16a6ebe34899138633a40__爆炸菇（爆炸后）__v28__eyemask__b7e2f1f6__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__084b3e71188f9a2159d683c11a6ad5bd65815355__吐司菇__v0__a94d2237__c0.mp4,bad,四肢不动;僵硬,base-noprop,084b3e71188f9a2159d683c11a6ad5bd65815355,source_only,084b3e71188f9a2159d683c11a6ad5bd65815355__TUPV6006__v0__656c4d8e__c0,sku-1.0-daily-noprop-0802,bad
base-noprop__298931f62e1fcd1c182d348d865aefe21b2f1a4b__蘑菇力__v0__dc9d6ef2__c0.mp4,bad,还原度,base-noprop,298931f62e1fcd1c182d348d865aefe21b2f1a4b,source_only,298931f62e1fcd1c182d348d865aefe21b2f1a4b__TUPV6002__v142__scooter__2c03a74b__c0,sku-1.0-daily-props-matrix-untriggered-0731,good
base-noprop__ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba__汉堡菇__v0__2f0ff66d__c0.mp4,bad,衣服/身体的时间一致性;大小变化;还原度,base-noprop,ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba,exact,ccb6b1d206606a8d4ddb34ae7e70a1dfb2cd49ba__汉堡菇__v0__2f0ff66d__c0,sku-2.0-noprop-merged-0721,bad
exact-r2__5e251213a13de31edf2e489d219063a9041511e3__炸虾菇__v589__coffee__0ec22905__c0.mp4,bad,卡顿/少活人感,exact-r2,5e251213a13de31edf2e489d219063a9041511e3,exact,5e251213a13de31edf2e489d219063a9041511e3__炸虾菇__v589__coffee__0ec22905__c0,sku-2.0-props-matrix-untriggered-0728,normal
exact-r1__39592fc54ca3ce1fa9f11e0639080d80fdd90784__粽子菇__v374__flag__cb7e2551__c0.mp4,bad,还原度,exact-r1,39592fc54ca3ce1fa9f11e0639080d80fdd90784,exact,39592fc54ca3ce1fa9f11e0639080d80fdd90784__粽子菇__v374__flag__cb7e2551__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__db6ce3f46aa974538e2bf6288aa30d60f1537602__汉堡菇__v1373__flag__375d8b71__c0.mp4,bad,还原度;卡顿/少活人感,exact-r1,db6ce3f46aa974538e2bf6288aa30d60f1537602,exact,db6ce3f46aa974538e2bf6288aa30d60f1537602__汉堡菇__v1373__flag__375d8b71__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r2__4684d4e3cc283d2f82a830567f416163b041076b__吐司菇__v446__bubble__997c9000__c0.mp4,bad,不合理的物体;物理规律;不属于以上,exact-r2,4684d4e3cc283d2f82a830567f416163b041076b,exact,4684d4e3cc283d2f82a830567f416163b041076b__吐司菇__v446__bubble__997c9000__c0,sku-2.0-props-matrix-untriggered-0728,good
base-noprop__33159c17b1b4cc97be3acad43a606bfdc0461807__炸虾菇__v0__928aa5a5__c0.mp4,bad,还原度,base-noprop,33159c17b1b4cc97be3acad43a606bfdc0461807,source_only,33159c17b1b4cc97be3acad43a606bfdc0461807__甜品__v0__72663b26__c0,tutu-insert-sft-0709,bad
exact-r1__3373ae9e4de4dce88d5624681a41f79ac07484f3__蘑菇力__v342__scooter__c3ace3d5__c0.mp4,normal,,exact-r1,3373ae9e4de4dce88d5624681a41f79ac07484f3,exact,3373ae9e4de4dce88d5624681a41f79ac07484f3__蘑菇力__v342__scooter__c3ace3d5__c0,sku-2.0-props-matrix-untriggered-0728,good
base-props__e9b94ecc359c2f277ccefaf7095c17b14b261bcc__爆炸菇（爆炸前）__v909__coffee__12dbfcb7__c0.mp4,normal,,base-props,e9b94ecc359c2f277ccefaf7095c17b14b261bcc,source_only,e9b94ecc359c2f277ccefaf7095c17b14b261bcc__TUPV6003__v909__flag__3b654c83__c0,sku-1.0-daily-props-matrix-untriggered-0731,bad
exact-r1__9054fdbc790f3181e453f4f32520b1e358733cb9__粽子菇__v897__crown__d890a9b9__c0.mp4,bad,还原度,exact-r1,9054fdbc790f3181e453f4f32520b1e358733cb9,exact,9054fdbc790f3181e453f4f32520b1e358733cb9__粽子菇__v897__crown__d890a9b9__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__13eda229e23f72de63829ca2a162c20a3b56bf44__毒蘑菇__v0__97d11529__c0.mp4,bad,僵硬;卡顿/少活人感,base-noprop,13eda229e23f72de63829ca2a162c20a3b56bf44,source_only,13eda229e23f72de63829ca2a162c20a3b56bf44__TUPV6004__v0__8a94d367__c0,sku-1.0-daily-noprop-0802,bad
exact-r2__d2f00eb058f9ce3ba98cf2152e90a803a48e4864__炸虾菇__v1307__crown__79805e5c__c0.mp4,normal,,exact-r2,d2f00eb058f9ce3ba98cf2152e90a803a48e4864,exact,d2f00eb058f9ce3ba98cf2152e90a803a48e4864__炸虾菇__v1307__crown__79805e5c__c0,sku-2.0-props-matrix-untriggered-0728,good
exact-r1__48043cd413298bba118f12d7404a3ad3aeeeb310__粽子菇__v458__scooter__614502c4__c0.mp4,bad,大小变化;还原度,exact-r1,48043cd413298bba118f12d7404a3ad3aeeeb310,exact,48043cd413298bba118f12d7404a3ad3aeeeb310__粽子菇__v458__scooter__614502c4__c0,sku-2.0-props-matrix-untriggered-0728,bad
base-noprop__30b4282f1742fb0fb6e237b3bacf4fb43522adf0__吐司菇__v0__92db5016__c0.mp4,bad,还原度,base-noprop,30b4282f1742fb0fb6e237b3bacf4fb43522adf0,exact,30b4282f1742fb0fb6e237b3bacf4fb43522adf0__吐司菇__v0__92db5016__c0,sku-2.0-noprop-merged-0721,bad
